기관명,기관유형,홈페이지URL,게시판URL,상태,상태설명,게시물후보,상세확인,기존확인건너뜀,최근게시물,제목매칭,본문매칭,상세오류,게시판후보수,게시판조회수,게시판검증수,선정점수,재시도대상,최종확인시각
(사)남북교류협력지원협회,기타공공기관,https://www.sonosa.or.kr/,https://sonosa.or.kr/?menuno=12,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,1,1,0,0,0,0,0,,,,,아니오,2026-09-26 09:29:41
(재)예술경영지원센터,기타공공기관,http://www.gokams.or.kr/,https://www.gokams.or.kr:443/01_news/notice_list.aspx,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,5,5,0,5,0,0,2,,,,,아니오,2026-09-26 09:29:41
(재)우체국금융개발원,준정부기관(위탁집행형),https://www.posid.or.kr/,https://www.posid.or.kr/business/realname_list.do,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,6,0,0,0,,,,,아니오,2026-09-26 09:29:41
(재)우체국물류지원단,준정부기관(위탁집행형),http://www.pola.or.kr/,,CANDIDATE_NOT_VERIFIED,게시판 후보는 있으나 실제 게시판 검증 실패,0,0,0,0,0,0,0,0,6,0,,예,2026-09-26 09:29:41
(재)우체국시설관리단,기타공공기관,http://www.poma.or.kr/,,HOME_ERROR,홈페이지 접속 실패,0,0,0,0,0,0,0,0,0,0,,예,2026-09-26 09:29:41
(재)일제강제동원피해자지원재단,기타공공기관,https://www.fomo.or.kr/,https://www.fomo.or.kr/kor/article/ATCL8a5c4c5fb/1221?mno=&pageIndex=1&searchCondition=&searchKeyword=,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,9,0,0,0,,,,,아니오,2026-09-26 09:29:41
(재)축산환경관리원,기타공공기관,https://www.lemi.or.kr/,https://www.lemi.or.kr/board.do?boardno=24&menuno=71,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,2,2,0,2,0,0,0,,,,,아니오,2026-09-26 09:29:41
(재)한국보건의료정보원,기타공공기관,https://www.khis.kr/,https://www.khis.kr/board.es?mid=a10301000000&bid=0001,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,6,6,0,6,0,3,1,,,,,아니오,2026-09-26 09:29:41
(재)한국우편사업진흥원,기타공공기관,https://www.posa.or.kr/,https://www.posa.or.kr/portal/bbs/B0000008/list.do?menuNo=200020,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,0,0,0,0,,,,,아니오,2026-09-26 09:29:41
(재)한국통계정보원,기타공공기관,https://www.kosii.or.kr/,,CANDIDATE_NOT_VERIFIED,게시판 후보는 있으나 실제 게시판 검증 실패,0,0,0,0,0,0,0,0,6,0,,예,2026-09-26 09:29:41
(재)한국통계진흥원,기타공공기관,https://www.stat.or.kr/,https://www.stat.or.kr/community/news.php?admin_mode=read&amp;no=77&amp;make=&amp;search=&amp;notice_type=&amp;page=1,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,10,0,0,0,,,,,아니오,2026-09-26 09:29:41
(주)강원랜드,공기업(시장형),https://kangwonland.high1.com/,https://kangwonland.high1.com/kangwonland/selectBbsNttList.do?bbsNo=8&key=86,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,9,0,0,0,,,,,아니오,2026-09-26 09:29:41
(주)공영홈쇼핑,기타공공기관,https://www.gongyoung.kr/,https://www.gongyoung.kr/bbsList.do,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,1,1,0,1,0,0,0,,,,,아니오,2026-09-26 09:29:41
(주)한국가스기술공사,공기업(준시장형),https://www.kogas-tech.or.kr/,,HOME_ERROR,홈페이지 접속 실패,0,0,0,0,0,0,0,0,0,0,,예,2026-09-26 09:29:41
88관광개발(주),기타공공기관,https://www.88countryclub.co.kr/,https://www.88countryclub.co.kr/Board/BoardList.aspx?cfgid=notice,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,10,0,0,1,,,,,아니오,2026-09-26 09:29:41
KDI국제정책대학원,기타공공기관,https://www.kdischool.ac.kr/,https://www.kdischool.ac.kr/news/,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,9,0,0,0,,,,,아니오,2026-09-26 09:29:41
가덕도신공항건설공단,기타공공기관,https://www.g-airport.or.kr/,https://www.g-airport.or.kr/kor/bbsctt/list.do?key=2409020035,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,8,0,0,0,,,,,아니오,2026-09-26 09:29:41
가축위생방역지원본부,기타공공기관,https://www.lhca.or.kr/,,HOME_ERROR,홈페이지 접속 실패,0,0,0,0,0,0,0,0,0,0,,예,2026-09-26 09:29:41
강원대학교병원,기타공공기관,https://www.knuh.or.kr/,https://www.knuh.or.kr/healthinfor/healthinfor_02_list.asp,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,1,1,0,1,0,0,0,,,,,아니오,2026-09-26 09:29:41
강원대학교치과병원,기타공공기관,http://www.knudh.or.kr/,,HOME_ERROR,홈페이지 접속 실패,0,0,0,0,0,0,0,0,0,0,,예,2026-09-26 09:29:41
건강보험심사평가원,준정부기관(위탁집행형),https://www.hira.or.kr/,,CANDIDATE_NOT_VERIFIED,게시판 후보는 있으나 실제 게시판 검증 실패,0,0,0,0,0,0,0,0,6,0,,예,2026-09-26 09:29:41
건설근로자공제회,기타공공기관,https://www.cw.or.kr/,https://www.cw.or.kr/board.do?boardConfigNo=29&menuNo=266&action=view&boardNo=34214,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,4,4,0,4,0,0,0,,,,,아니오,2026-09-26 09:29:41
건축공간연구원,기타공공기관,https://www.auri.re.kr/,https://www.auri.re.kr/board.es?mid=a10401010000&bid=0001,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,4,4,0,4,0,0,0,,,,,아니오,2026-09-26 09:29:41
게임물관리위원회,기타공공기관,https://www.grac.or.kr/,https://www.grac.or.kr/board/Inform.aspx,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,2,2,0,0,0,0,0,,,,,아니오,2026-09-26 09:29:41
경북대학교병원,기타공공기관,http://knuh.kr/,https://knuh.kr/index.asp,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,10,0,0,1,,,,,아니오,2026-09-26 09:29:41
경북대학교치과병원,기타공공기관,https://www.knudh.kr/,https://www.knudh.kr/index.php,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,10,0,0,0,,,,,아니오,2026-09-26 09:29:41
경상국립대학교병원,기타공공기관,http://www.gnuh.co.kr/,,HOME_ERROR,홈페이지 접속 실패,0,0,0,0,0,0,0,0,0,0,,예,2026-09-26 09:29:41
경제인문사회연구회,기타공공기관,https://www.nrc.re.kr/,https://www.nrc.re.kr/board.es?mid=a12101000000&bid=0001,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,4,4,0,0,0,0,0,,,,,아니오,2026-09-26 09:29:41
공간정보산업진흥원,기타공공기관,https://www.spacen.or.kr/,,HOME_ERROR,홈페이지 접속 실패,0,0,0,0,0,0,0,0,0,0,,예,2026-09-26 09:29:41
공간정보품질관리원,기타공공기관,https://www.siqms.or.kr/,https://www.siqms.or.kr/M2001000/board.do,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,9,0,0,0,,,,,아니오,2026-09-26 09:29:41
공무원연금공단,준정부기관(기금관리형),https://www.geps.or.kr/,https://www.geps.or.kr/main,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,5,0,0,1,,,,,아니오,2026-09-26 09:29:41
과학기술사업화진흥원,기타공공기관,https://www.compa.re.kr/,,CANDIDATE_NOT_VERIFIED,게시판 후보는 있으나 실제 게시판 검증 실패,0,0,0,0,0,0,0,0,6,0,,예,2026-09-26 09:29:41
과학기술정책연구원,기타공공기관,https://www.stepi.re.kr/,https://www.stepi.re.kr/site/stepiko/ex/bbs/subJectList.do?cbIdx=1227,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,1,1,0,0,0,0,0,,,,,아니오,2026-09-26 09:29:41
국가과학기술인력개발원,기타공공기관,https://www.kird.re.kr/,https://www.kird.re.kr/notificationSpace/notice,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,10,0,0,0,,,,,아니오,2026-09-26 09:29:41
국가생명윤리정책원,기타공공기관,https://nibp.kr/,https://nibp.kr/board/notice,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,6,6,0,4,0,0,0,,,,,아니오,2026-09-26 09:29:41
국가수리과학연구소,기타공공기관,http://www.nims.re.kr/,https://www.nims.re.kr/promote/post/news,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,10,0,0,0,,,,,아니오,2026-09-26 09:29:41
국가아동권리보장원,기타공공기관,https://www.ncrc.or.kr/,,CANDIDATE_NOT_VERIFIED,게시판 후보는 있으나 실제 게시판 검증 실패,0,0,0,0,0,0,0,0,6,0,,예,2026-09-26 09:29:41
국가유산진흥원,기타공공기관,https://www.kh.or.kr/,https://www.kh.or.kr/brd/board/684/L/CATEGORY/686/menu/291?brdCodeField=CATEGORY&brdCodeValue=686,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,7,0,0,3,,,,,아니오,2026-09-26 09:29:41
국가철도공단,준정부기관(위탁집행형),https://www.kr.or.kr/,https://www.kr.or.kr/boardCnts/list.do?boardID=51,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,9,9,0,9,0,0,0,,,,,아니오,2026-09-26 09:29:41
국가평생교육진흥원,기타공공기관,https://www.nile.or.kr/,https://www.nile.or.kr/index.do?lang=en,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,9,0,0,0,,,,,아니오,2026-09-26 09:29:41
국립공원공단,준정부기관(위탁집행형),https://www.knps.or.kr/,,CANDIDATE_NOT_VERIFIED,게시판 후보는 있으나 실제 게시판 검증 실패,0,0,0,0,0,0,0,0,6,0,,예,2026-09-26 09:29:41
국립광주과학관,기타공공기관,https://www.sciencecenter.or.kr/,,CANDIDATE_NOT_VERIFIED,게시판 후보는 있으나 실제 게시판 검증 실패,0,0,0,0,0,0,0,0,6,0,,예,2026-09-26 09:29:41
국립낙동강생물자원관,기타공공기관,https://www.nnibr.re.kr/,https://www.nnibr.re.kr/index.do?menu_id=00000342&servletPath=%2Findex.do,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,10,0,0,6,,,,,아니오,2026-09-26 09:29:41
국립농업박물관,기타공공기관,https://namuk.or.kr/,,CANDIDATE_NOT_VERIFIED,게시판 후보는 있으나 실제 게시판 검증 실패,0,0,0,0,0,0,0,0,6,0,,예,2026-09-26 09:29:41
국립대구과학관,기타공공기관,https://www.dnsm.or.kr/,,CANDIDATE_NOT_VERIFIED,게시판 후보는 있으나 실제 게시판 검증 실패,0,0,0,0,0,0,0,0,6,0,,예,2026-09-26 09:29:41
국립박물관문화재단,기타공공기관,https://www.nmf.or.kr/,,CANDIDATE_NOT_VERIFIED,게시판 후보는 있으나 실제 게시판 검증 실패,0,0,0,0,0,0,0,0,6,0,,예,2026-09-26 09:29:41
국립부산과학관,기타공공기관,http://www.sciport.or.kr/,,HOME_ERROR,홈페이지 접속 실패,0,0,0,0,0,0,0,0,0,0,,예,2026-09-26 09:29:41
국립생태원,준정부기관(위탁집행형),http://www.nie.re.kr/,,HOME_ERROR,홈페이지 접속 실패,0,0,0,0,0,0,0,0,0,0,,예,2026-09-26 09:29:41
국립아시아문화전당재단,기타공공기관,https://www.accf.or.kr/,https://www.accf.or.kr/main/board/notice,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,9,0,0,0,,,,,아니오,2026-09-26 09:29:41
국립암센터,기타공공기관,https://www.ncc.re.kr/,https://ncc.re.kr/boardView.ncc?uri=notice07&ntcId=7471&searchKey=total&searchValue=&pageNum=1,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,9,0,0,2,,,,,아니오,2026-09-26 09:29:41
국립울진해양과학관,기타공공기관,https://www.kosm.or.kr/,,CANDIDATE_NOT_VERIFIED,게시판 후보는 있으나 실제 게시판 검증 실패,0,0,0,0,0,0,0,0,6,0,,예,2026-09-26 09:29:41
국립인천해양박물관,기타공공기관,https://www.inmm.or.kr/,https://www.inmm.or.kr/doc/ko/selectDocList.do?menuSeq=3598&bbsSeq=153,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,2,2,0,1,0,0,0,,,,,아니오,2026-09-26 09:29:41
국립중앙의료원,기타공공기관,https://www.nmc.or.kr/,https://www.nmc.or.kr/nmc/medicalDept/deptList,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,10,0,0,0,,,,,아니오,2026-09-26 09:29:41
국립항공박물관,기타공공기관,https://wwww.aviation.or.kr/,,HOME_ERROR,홈페이지 접속 실패,0,0,0,0,0,0,0,0,0,0,,예,2026-09-26 09:29:41
국립해양박물관,기타공공기관,https://www.mmk.or.kr/,https://www.mmk.or.kr/?folder=bbs&page=view&board_id=notice&idx=20421,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,4,4,0,3,0,0,0,,,,,아니오,2026-09-26 09:29:41
국립해양생물자원관,기타공공기관,https://www.mabik.re.kr/,https://www.mabik.re.kr/prog/speclDspy/kor/sub01_07_01/01/list.do,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,7,0,0,0,,,,,아니오,2026-09-26 09:29:41
국립호남권생물자원관,기타공공기관,http://hnibr.re.kr/,https://www.hnibr.re.kr/ko/M000000478/bbs/list,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,5,5,0,5,0,0,0,,,,,아니오,2026-09-26 09:29:41
국민건강보험공단,준정부기관(위탁집행형),https://www.nhis.or.kr/,,CANDIDATE_NOT_VERIFIED,게시판 후보는 있으나 실제 게시판 검증 실패,0,0,0,0,0,0,0,0,6,0,,예,2026-09-26 09:29:41
국민건강보험공단 일산병원,준정부기관(위탁집행형),https://www.nhimc.or.kr/,https://www.nhimc.or.kr/board/commBoardNoticeView.do?no=12079,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,9,0,0,0,,,,,아니오,2026-09-26 09:29:41
국민연금공단,준정부기관(기금관리형),https://www.nps.or.kr/,https://www.nps.or.kr/pnsgdnc/nscvrgdata/getOHAE0002M0List.do?menuId=MN24000898,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,7,0,0,4,,,,,아니오,2026-09-26 09:29:41
국방과학연구소,기타공공기관,https://www.add.re.kr/,,HOME_ERROR,홈페이지 접속 실패,0,0,0,0,0,0,0,0,0,0,,예,2026-09-26 09:29:41
국방기술진흥연구소,기타공공기관,https://www.krit.re.kr/,,CANDIDATE_NOT_VERIFIED,게시판 후보는 있으나 실제 게시판 검증 실패,0,0,0,0,0,0,0,0,6,0,,예,2026-09-26 09:29:41
국방기술품질원,기타공공기관,https://www.dtaq.re.kr/,https://www.dtaq.re.kr/ko/notice/notice.jsp,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,4,4,0,4,0,0,0,,,,,아니오,2026-09-26 09:29:41
국방전직교육원,기타공공기관,https://www.moti.or.kr/,,HOME_ERROR,홈페이지 접속 실패,0,0,0,0,0,0,0,0,0,0,,예,2026-09-26 09:29:41
국악방송,기타공공기관,https://www.igbf.kr/,https://new.igbf.kr/,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,2,2,0,1,0,0,1,,,,,아니오,2026-09-26 09:29:41
국제방송교류재단,기타공공기관,https://www.arirang.com/,,CANDIDATE_NOT_VERIFIED,게시판 후보는 있으나 실제 게시판 검증 실패,0,0,0,0,0,0,0,0,6,0,,예,2026-09-26 09:29:41
국제식물검역인증원,기타공공기관,https://www.ipab.or.kr/,https://www.ipab.or.kr/kor/CMS/Board/Board.do?mCode=MN041,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,10,0,0,0,,,,,아니오,2026-09-26 09:29:41
국토교통과학기술진흥원,기타공공기관,https://www.kaia.re.kr/,,CANDIDATE_NOT_VERIFIED,게시판 후보는 있으나 실제 게시판 검증 실패,0,0,0,0,0,0,0,0,6,0,,예,2026-09-26 09:29:41
국토안전관리원,준정부기관(위탁집행형),http://www.kalis.or.kr/,,HOME_ERROR,홈페이지 접속 실패,0,0,0,0,0,0,0,0,0,0,,예,2026-09-26 09:29:41
국토연구원,기타공공기관,http://www.krihs.re.kr/,https://www.krihs.re.kr/krihsLibraryArticle/articleList.es?mid=a10103010000&pub_kind=1,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,8,0,0,4,,,,,아니오,2026-09-26 09:29:41
그랜드코리아레저(주),공기업(준시장형),https://www.grandkorea.com/,,CANDIDATE_NOT_VERIFIED,게시판 후보는 있으나 실제 게시판 검증 실패,0,0,0,0,0,0,0,0,6,0,,예,2026-09-26 09:29:41
극지연구소,기타공공기관,https://www.kopri.re.kr/,https://www.kopri.re.kr/_prog/bbs/?mode=V&site_dvs_cd=kopri&menu_dvs_cd=0402&code=0502&no=e1810153ce6b2b855717f743c6fc4616&GotoPage=1,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,10,0,0,0,,,,,아니오,2026-09-26 09:29:41
근로복지공단,준정부기관(기금관리형),https://www.comwel.or.kr/,,HOME_ERROR,홈페이지 접속 실패,0,0,0,0,0,0,0,0,0,0,,예,2026-09-26 09:29:41
기술보증기금,준정부기관(기금관리형),https://www.kibo.or.kr/,https://www.kibo.or.kr/portal,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,9,0,0,0,,,,,아니오,2026-09-26 09:29:41
기초과학연구원,기타공공기관,http://ibs.re.kr/,https://ibs.re.kr/cop/bbs/BBSMSTR_000000001033/selectBoardList.do,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,8,0,0,0,,,,,아니오,2026-09-26 09:29:41
노사발전재단,기타공공기관,https://www.nosa.or.kr/,https://www.nosa.or.kr/portal/nosa/FoundNews/bizNotice,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,10,0,0,0,,,,,아니오,2026-09-26 09:29:41
농림수산식품교육문화정보원,기타공공기관,https://www.epis.or.kr/,,CANDIDATE_NOT_VERIFIED,게시판 후보는 있으나 실제 게시판 검증 실패,0,0,0,0,0,0,0,0,6,0,,예,2026-09-26 09:29:41
농림식품기술기획평가원,기타공공기관,https://www.ipet.re.kr/,https://www.ipet.re.kr/Gov30/NoticePrvInfoCateLV.asp,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,7,0,0,0,,,,,아니오,2026-09-26 09:29:41
농업정책보험금융원,기타공공기관,https://www.apfs.kr/,https://www.apfs.kr/front/board/boardContentsListPage.do?boardId=20093&menuId=5491,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,9,0,0,0,,,,,아니오,2026-09-26 09:29:41
대구경북첨단의료산업진흥재단,기타공공기관,https://www.kmedihub.re.kr/,https://www.kmedihub.re.kr/index.do?menu_id=00000063,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,7,0,0,3,,,,,아니오,2026-09-26 09:29:41
대외경제정책연구원,기타공공기관,https://www.kiep.go.kr/,https://www.kiep.go.kr/board.es?mid=a10501000000&bid=0023,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,4,4,0,4,0,0,1,,,,,아니오,2026-09-26 09:29:41
대한무역투자진흥공사,준정부기관(위탁집행형),http://www.kotra.or.kr/,https://www.kotra.or.kr/module/stplatLog/selectPolicyLogList.do?stplatSeq=2000002299,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,10,0,0,7,,,,,아니오,2026-09-26 09:29:41
대한법률구조공단,기타공공기관,https://www.klac.or.kr/,https://www.klac.or.kr/disclosure/infoList/selectInfoList.do?boardCode=24,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,1,1,0,0,0,0,0,,,,,아니오,2026-09-26 09:29:41
대한석탄공사,기타공공기관,https://www.kocoal.or.kr/,https://www.kocoal.or.kr/board/board_list.php?board_name=kocoalnews,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,9,0,0,0,,,,,아니오,2026-09-26 09:29:41
대한장애인체육회,기타공공기관,http://www.koreanpc.kr/,,CANDIDATE_NOT_VERIFIED,게시판 후보는 있으나 실제 게시판 검증 실패,0,0,0,0,0,0,0,0,6,0,,예,2026-09-26 09:29:41
대한적십자사,기타공공기관,https://www.redcross.or.kr/,https://www.redcross.or.kr/main/pt/pst/selectPstList.do?mi=2524&bbsId=1513,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,8,0,0,0,,,,,아니오,2026-09-26 09:29:41
대한체육회,기타공공기관,https://www.sports.or.kr/,https://www.sports.or.kr/sports/bbs/BMSR00017/list.do?menuNo=200023,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,6,0,0,0,,,,,아니오,2026-09-26 09:29:41
독립기념관,기타공공기관,https://www.i815.or.kr/,https://i815.or.kr/2018/eventApply/eventList.do;jsessionid=79A3830143781825F33647CD35560C2E,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,6,0,0,0,,,,,아니오,2026-09-26 09:29:41
동남권원자력의학원,기타공공기관,https://www.dirams.re.kr/,https://www.dirams.re.kr/notice/list,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,1,1,0,0,0,0,0,,,,,아니오,2026-09-26 09:29:41
동북아역사재단,기타공공기관,https://www.nahf.or.kr/,https://www.nahf.or.kr/web/portal/bbs/1978/list,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,3,3,0,1,0,0,0,,,,,아니오,2026-09-26 09:29:41
무역안보관리원,기타공공기관,https://www.kosti.or.kr/,https://www.kosti.or.kr/brd/board/598/L/menu/599,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,1,1,0,0,0,0,0,,,,,아니오,2026-09-26 09:29:41
민주화운동기념사업회,기타공공기관,https://www.kdemo.or.kr/,,CANDIDATE_NOT_VERIFIED,게시판 후보는 있으나 실제 게시판 검증 실패,0,0,0,0,0,0,0,0,6,0,,예,2026-09-26 09:29:41
부산대학교병원,기타공공기관,http://www.pnuh.or.kr/,http://www.pnuh.or.kr/pnuh/hospital/forum/notice.do,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,1,1,0,1,0,0,0,,,,,아니오,2026-09-26 09:29:41
부산대학교치과병원,기타공공기관,https://www.pnudh.co.kr/,,CANDIDATE_NOT_VERIFIED,게시판 후보는 있으나 실제 게시판 검증 실패,0,0,0,0,0,0,0,0,6,0,,예,2026-09-26 09:29:41
부산항만공사,기타공공기관,https://busanpa.com/,https://bpawebzine.com/all_webzine,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,10,0,0,0,,,,,아니오,2026-09-26 09:29:41
북한이탈주민지원재단,기타공공기관,https://www.koreahana.or.kr/,,CANDIDATE_NOT_VERIFIED,게시판 후보는 있으나 실제 게시판 검증 실패,0,0,0,0,0,0,0,0,6,0,,예,2026-09-26 09:29:41
분당서울대학교병원,기타공공기관,https://www.snubh.org/,https://www.snubh.org/intro/news/noti/list.do,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,7,0,0,0,,,,,아니오,2026-09-26 09:29:41
사립학교교직원연금공단,기타공공기관,https://www.tp.or.kr/,,CANDIDATE_NOT_VERIFIED,게시판 후보는 있으나 실제 게시판 검증 실패,0,0,0,0,0,0,0,0,6,0,,예,2026-09-26 09:29:41
산업연구원,기타공공기관,https://www.kiet.re.kr/,https://www.kiet.re.kr/communicate/ntcList,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,8,0,0,0,,,,,아니오,2026-09-26 09:29:41
새만금개발공사,기타공공기관,https://www.sdco.or.kr/,https://www.sdco.or.kr/board.es?mid=a10601010000&bid=0006&list_no=1753&act=view,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,9,0,0,0,,,,,아니오,2026-09-26 09:29:41
서민금융진흥원,기타공공기관,https://www.kinfa.or.kr/,,CANDIDATE_NOT_VERIFIED,게시판 후보는 있으나 실제 게시판 검증 실패,0,0,0,0,0,0,0,0,6,0,,예,2026-09-26 09:29:41
서울대학교병원,기타공공기관,http://snuh.org/,https://www.snuh.org/global/en/about/newsList.do,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,6,6,0,0,0,0,0,,,,,아니오,2026-09-26 09:29:41
서울대학교치과병원,기타공공기관,http://www.snudh.org/,https://www.snudh.org/portal/index.do,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,1,0,0,1,,,,,아니오,2026-09-26 09:29:41
서울올림픽기념국민체육진흥공단,준정부기관(기금관리형),https://www.kspo.or.kr/,https://www.kspo.or.kr/kspo/bbs/B0000027/list.do?menuNo=200149,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,6,6,0,6,0,0,1,,,,,아니오,2026-09-26 09:29:41
서울요양원,준정부기관(위탁집행형),https://www.서울요양원.kr/,https://www.xn--2i4bo5fgwadewe.kr/sgcf/SGCFNews/Notice/,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,9,0,0,0,,,,,아니오,2026-09-26 09:29:41
선박해양플랜트연구소,기타공공기관,https://www.kriso.re.kr/,https://www.kriso.re.kr/board.es?mid=a10401000000&bid=0010,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,8,8,0,7,0,0,0,,,,,아니오,2026-09-26 09:29:41
세종학당재단,기타공공기관,http://www.ksif.or.kr/,https://www.ksif.or.kr/index.do?lang=kor,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,8,0,0,0,,,,,아니오,2026-09-26 09:29:41
소상공인시장진흥공단,준정부기관(기금관리형),https://www.semas.or.kr/,,HOME_ERROR,홈페이지 접속 실패,0,0,0,0,0,0,0,0,0,0,,예,2026-09-26 09:29:41
소프트웨어정책연구소,기타공공기관,https://www.spri.kr/,https://www.spri.kr/posts?code=notice,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,10,0,0,0,,,,,아니오,2026-09-26 09:29:41
수도권매립지관리공사,기타공공기관,http://www.slc.or.kr/,,CANDIDATE_NOT_VERIFIED,게시판 후보는 있으나 실제 게시판 검증 실패,0,0,0,0,0,0,0,0,6,0,,예,2026-09-26 09:29:41
스포츠윤리센터,기타공공기관,https://www.k-sec.or.kr/,https://www.k-sec.or.kr/ste/page.do?bId=5&type=B,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,10,10,0,10,0,0,0,,,,,아니오,2026-09-26 09:29:41
시청자미디어재단,기타공공기관,https://www.kcmf.or.kr/,https://kcmf.or.kr/KCMF/contents/KCMF020100.do,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,1,1,0,1,0,1,0,,,,,아니오,2026-09-26 09:29:41
식품안전정보원,기타공공기관,http://www.foodinfo.or.kr/,,CANDIDATE_NOT_VERIFIED,게시판 후보는 있으나 실제 게시판 검증 실패,0,0,0,0,0,0,0,0,6,0,,예,2026-09-26 09:29:41
신용보증기금,준정부기관(기금관리형),http://www.kodit.co.kr/,,CANDIDATE_NOT_VERIFIED,게시판 후보는 있으나 실제 게시판 검증 실패,0,0,0,0,0,0,0,0,6,0,,예,2026-09-26 09:29:41
신용보증재단중앙회,기타공공기관,http://www.koreg.or.kr/,,CANDIDATE_NOT_VERIFIED,게시판 후보는 있으나 실제 게시판 검증 실패,0,0,0,0,0,0,0,0,6,0,,예,2026-09-26 09:29:41
아시아·태평양경제협력체 기후센터,기타공공기관,https://www.apcc21.org/,https://www.apcc21.org/board/BBSMSTR_000000000999?lang=ko,CACHED_OR_SEED,기존 캐시/지정 게시판 확인,4,4,0,4,0,0,0,,,,,아니오,2026-09-26 09:29:41
